      After |    Peak Mem | File Name                                                                  |        Before |    Peak Mem ||         Change || Change (mem) | % Change | % Change (mem)
   0m02.92s |   727416 ko | Specific/solinas32_2e127m1_6limbs/fesquareDisplay.log                      |      0m04.42s |   727520 ko ||      -0m01.50s ||      -104 ko |  -33.93% |         -0.01%
   0m02.92s |   729268 ko | Specific/solinas32_2e137m13_6limbs/femulDisplay.log                        |      0m04.69s |   728980 ko ||      -0m01.77s ||       288 ko |  -37.73% |         +0.03%
   0m02.92s |   737908 ko | Specific/solinas32_2e382m105_17limbs/fecarryDisplay.log                    |      0m04.34s |   737628 ko ||      -0m01.41s ||       280 ko |  -32.71% |         +0.03%
   0m02.92s |   737876 ko | Specific/solinas32_2e384m317_17limbs/fecarryDisplay.log                    |      0m04.69s |   737876 ko ||      -0m01.77s ||         0 ko |  -37.73% |         +0.00%
   0m02.92s |   728896 ko | Specific/solinas64_2e255m765_6limbs/fesquareDisplay.log                    |      0m04.36s |   728876 ko ||      -0m01.44s ||        20 ko |  -33.02% |         +0.00%
   0m02.92s |   731652 ko | Specific/solinas64_2e336m3_7limbs/fesquareDisplay.log                      |      0m04.59s |   731352 ko ||      -0m01.67s ||       300 ko |  -36.38% |         +0.04%
   0m02.91s |   730436 ko | Specific/montgomery32_2e205m45x2e198m1_7limbs/fesubDisplay.log             |      0m04.20s |   730612 ko ||      -0m01.29s ||      -176 ko |  -30.71% |         -0.02%
   0m02.91s |   725800 ko | Specific/montgomery64_2e243m9_4limbs/fesubDisplay.log                      |      0m04.13s |   724892 ko ||      -0m01.21s ||       908 ko |  -29.53% |         +0.12%
   0m02.91s |   725788 ko | Specific/montgomery64_2e254m127x2e240m1_4limbs/feaddDisplay.log            |      0m04.08s |   725120 ko ||      -0m01.16s ||       668 ko |  -28.67% |         +0.09%
   0m02.91s |   725772 ko | Specific/montgomery64_2e256m2e224p2e192p2e96m1_4limbs/fesubDisplay.log     |      0m04.27s |   725196 ko ||      -0m01.35s ||       576 ko |  -31.85% |         +0.07%
   0m02.90s |   730660 ko | Specific/montgomery32_2e198m17_7limbs/feaddDisplay.log                     |      0m04.48s |   731168 ko ||      -0m01.58s ||      -508 ko |  -35.26% |         -0.06%
   0m02.90s |   730944 ko | Specific/montgomery32_2e226m5_8limbs/feoppDisplay.log                      |      0m03.94s |   730836 ko ||      -0m01.04s ||       108 ko |  -26.39% |         +0.01%
   0m02.90s |   725832 ko | Specific/montgomery64_2e243m9_4limbs/feaddDisplay.log                      |      0m04.17s |   724916 ko ||      -0m01.27s ||       916 ko |  -30.45% |         +0.12%
   0m02.90s |   728132 ko | Specific/solinas32_2e141m9_6limbs/fesquareDisplay.log                      |      0m04.30s |   728212 ko ||      -0m01.39s ||       -80 ko |  -32.55% |         -0.01%
   0m02.90s |   737612 ko | Specific/solinas32_2e401m31_17limbs/fecarryDisplay.log                     |      0m04.39s |   737528 ko ||      -0m01.48s ||        84 ko |  -33.94% |         +0.01%
   0m02.89s |   730416 ko | Specific/montgomery32_2e213m3_7limbs/fesubDisplay.log                      |      0m04.18s |   730832 ko ||      -0m01.28s ||      -416 ko |  -30.86% |         -0.05%
   0m02.89s |   725556 ko | Specific/montgomery64_2e205m45x2e198m1_4limbs/feaddDisplay.log             |      0m04.18s |   725076 ko ||      -0m01.28s ||       480 ko |  -30.86% |         +0.06%
   0m02.89s |   736116 ko | Specific/solinas32_2e413m21_16limbs/fecarryDisplay.log                     |      0m04.15s |   735748 ko ||      -0m01.26s ||       368 ko |  -30.36% |         +0.05%
   0m02.89s |   738076 ko | Specific/solinas32_2e414m17_17limbs/fecarryDisplay.log                     |      0m04.29s |   737432 ko ||      -0m01.39s ||       644 ko |  -32.63% |         +0.08%
   0m02.89s |   729752 ko | Specific/solinas64_2e336m3_6limbs/femulDisplay.log                         |      0m04.30s |   729292 ko ||      -0m01.40s ||       460 ko |  -32.79% |         +0.06%
   0m02.88s |   725816 ko | Specific/montgomery64_2e194m33_4limbs/feaddDisplay.log                     |      0m04.15s |   725188 ko ||      -0m01.27s ||       628 ko |  -30.60% |         +0.08%
   0m02.88s |   725828 ko | Specific/montgomery64_2e196m15_4limbs/feaddDisplay.log                     |      0m04.12s |   725128 ko ||      -0m01.24s ||       700 ko |  -30.09% |         +0.09%
   0m02.88s |   725824 ko | Specific/montgomery64_2e230m27_4limbs/feaddDisplay.log                     |      0m04.20s |   725076 ko ||      -0m01.32s ||       748 ko |  -31.42% |         +0.10%
   0m02.88s |   725768 ko | Specific/montgomery64_2e251m9_4limbs/fesubDisplay.log                      |      0m04.14s |   725168 ko ||      -0m01.25s ||       600 ko |  -30.43% |         +0.08%
   0m02.88s |   725580 ko | Specific/montgomery64_2e256m4294968273_4limbs/fesubDisplay.log             |      0m04.14s |   725084 ko ||      -0m01.25s ||       496 ko |  -30.43% |         +0.06%
   0m02.88s |   733832 ko | Specific/solinas32_2e256m2e32m977_13limbs/fecarryDisplay.log               |      0m04.29s |   733852 ko ||      -0m01.41s ||       -20 ko |  -32.86% |         -0.00%
   0m02.88s |   736000 ko | Specific/solinas32_2e382m105_16limbs/fecarryDisplay.log                    |      0m04.10s |   736144 ko ||      -0m01.21s ||      -144 ko |  -29.75% |         -0.01%
   0m02.88s |   739536 ko | Specific/solinas32_2e511m187_22limbs/fesubDisplay.log                      |      0m04.36s |   739436 ko ||      -0m01.48s ||       100 ko |  -33.94% |         +0.01%
   0m02.87s |   730484 ko | Specific/montgomery32_2e224m2e96p1_7limbs/fesubDisplay.log                 |      0m04.23s |   730384 ko ||      -0m01.36s ||       100 ko |  -32.15% |         +0.01%
   0m02.87s |   725852 ko | Specific/montgomery64_2e212m29_4limbs/feaddDisplay.log                     |      0m04.10s |   725180 ko ||      -0m01.22s ||       672 ko |  -29.99% |         +0.09%
   0m02.87s |   725564 ko | Specific/montgomery64_2e212m29_4limbs/fesubDisplay.log                     |      0m04.06s |   725096 ko ||      -0m01.18s ||       468 ko |  -29.31% |         +0.06%
   0m02.87s |   725804 ko | Specific/montgomery64_2e222m117_4limbs/fesubDisplay.log                    |      0m04.23s |   725020 ko ||      -0m01.36s ||       784 ko |  -32.15% |         +0.10%
   0m02.87s |   725896 ko | Specific/montgomery64_2e255m765_4limbs/feaddDisplay.log                    |      0m04.10s |   725136 ko ||      -0m01.22s ||       760 ko |  -29.99% |         +0.10%
   0m02.87s |   725720 ko | Specific/montgomery64_2e255m765_4limbs/fesubDisplay.log                    |      0m04.13s |   725092 ko ||      -0m01.25s ||       628 ko |  -30.50% |         +0.08%
   0m02.87s |   725960 ko | Specific/montgomery64_2e256m2e224p2e192p2e96m1_4limbs/feaddDisplay.log     |      0m04.10s |   725176 ko ||      -0m01.22s ||       784 ko |  -29.99% |         +0.10%
   0m02.87s |   727680 ko | Specific/solinas64_2e221m3_5limbs/femulDisplay.log                         |      0m04.11s |   727260 ko ||      -0m01.24s ||       420 ko |  -30.17% |         +0.05%
   0m02.87s |   730300 ko | Specific/solinas64_2e255m19_6limbs/femulDisplay.log                        |      0m04.42s |   729936 ko ||      -0m01.54s ||       364 ko |  -35.06% |         +0.04%
   0m02.86s |   730824 ko | Specific/montgomery32_2e230m27_8limbs/feoppDisplay.log                     |      0m04.09s |   730968 ko ||      -0m01.23s ||      -144 ko |  -30.07% |         -0.01%
   0m02.86s |   725604 ko | Specific/montgomery64_2e224m2e96p1_4limbs/fesubDisplay.log                 |      0m04.39s |   725104 ko ||      -0m01.52s ||       500 ko |  -34.85% |         +0.06%
   0m02.86s |   725840 ko | Specific/montgomery64_2e226m5_4limbs/feaddDisplay.log                      |      0m04.11s |   724904 ko ||      -0m01.25s ||       936 ko |  -30.41% |         +0.12%
   0m02.86s |   725824 ko | Specific/montgomery64_2e226m5_4limbs/fesubDisplay.log                      |      0m04.19s |   725216 ko ||      -0m01.33s ||       608 ko |  -31.74% |         +0.08%
   0m02.86s |   725536 ko | Specific/montgomery64_2e230m27_4limbs/fesubDisplay.log                     |      0m04.30s |   725128 ko ||      -0m01.43s ||       408 ko |  -33.48% |         +0.05%
   0m02.86s |   725744 ko | Specific/montgomery64_2e256m189_4limbs/fesubDisplay.log                    |      0m04.12s |   725268 ko ||      -0m01.26s ||       476 ko |  -30.58% |         +0.06%
   0m02.86s |   725916 ko | Specific/montgomery64_2e256m2e32m977_4limbs/feaddDisplay.log               |      0m04.17s |   725380 ko ||      -0m01.31s ||       536 ko |  -31.41% |         +0.07%
   0m02.86s |   728356 ko | Specific/solinas32_2e150m3_6limbs/femulDisplay.log                         |      0m04.20s |   728148 ko ||      -0m01.34s ||       208 ko |  -31.90% |         +0.02%
   0m02.86s |   729664 ko | Specific/solinas64_2e285m9_6limbs/femulDisplay.log                         |      0m04.53s |   729888 ko ||      -0m01.67s ||      -224 ko |  -36.86% |         -0.03%
   0m02.86s |   728804 ko | Specific/solinas64_2e336m3_6limbs/fesquareDisplay.log                      |      0m04.21s |   728532 ko ||      -0m01.35s ||       272 ko |  -32.06% |         +0.03%
   0m02.85s |   725784 ko | Specific/montgomery64_2e194m33_4limbs/fesubDisplay.log                     |      0m04.41s |   725104 ko ||      -0m01.56s ||       680 ko |  -35.37% |         +0.09%
   0m02.85s |   725496 ko | Specific/montgomery64_2e206m5_4limbs/fesubDisplay.log                      |      0m04.45s |   724912 ko ||      -0m01.60s ||       584 ko |  -35.95% |         +0.08%
   0m02.85s |   725708 ko | Specific/montgomery64_2e235m15_4limbs/fesubDisplay.log                     |      0m04.26s |   725076 ko ||      -0m01.40s ||       632 ko |  -33.09% |         +0.08%
   0m02.85s |   725632 ko | Specific/montgomery64_2e256m4294968273_4limbs/feaddDisplay.log             |      0m04.10s |   724940 ko ||      -0m01.24s ||       692 ko |  -30.48% |         +0.09%
   0m02.85s |   736272 ko | Specific/solinas32_2e389m21_16limbs/fecarryDisplay.log                     |      0m04.16s |   736412 ko ||      -0m01.31s ||      -140 ko |  -31.49% |         -0.01%
   0m02.84s |   725800 ko | Specific/montgomery64_2e198m17_4limbs/feaddDisplay.log                     |      0m04.13s |   725188 ko ||      -0m01.29s ||       612 ko |  -31.23% |         +0.08%
   0m02.84s |   725440 ko | Specific/montgomery64_2e205m45x2e198m1_4limbs/fesubDisplay.log             |      0m04.22s |   725016 ko ||      -0m01.37s ||       424 ko |  -32.70% |         +0.05%
   0m02.84s |   725752 ko | Specific/montgomery64_2e213m3_4limbs/feaddDisplay.log                      |      0m04.11s |   725032 ko ||      -0m01.27s ||       720 ko |  -30.90% |         +0.09%
   0m02.84s |   725548 ko | Specific/montgomery64_2e235m15_4limbs/feaddDisplay.log                     |      0m04.15s |   725064 ko ||      -0m01.31s ||       484 ko |  -31.56% |         +0.06%
   0m02.84s |   725728 ko | Specific/montgomery64_2e256m2e32m977_4limbs/fesubDisplay.log               |      0m04.23s |   725000 ko ||      -0m01.39s ||       728 ko |  -32.86% |         +0.10%
   0m02.84s |   727892 ko | Specific/solinas32_2e150m5_6limbs/femulDisplay.log                         |      0m04.17s |   728100 ko ||      -0m01.33s ||      -208 ko |  -31.89% |         -0.02%
   0m02.84s |   736268 ko | Specific/solinas32_2e401m31_16limbs/fecarryDisplay.log                     |      0m04.14s |   735808 ko ||      -0m01.29s ||       460 ko |  -31.40% |         +0.06%
   0m02.84s |   741628 ko | Specific/solinas32_2e512m569_24limbs/fesubDisplay.log                      |      0m04.64s |   741332 ko ||      -0m01.79s ||       296 ko |  -38.79% |         +0.03%
   0m02.83s |   725704 ko | Specific/montgomery64_2e216m2e108m1_4limbs/feaddDisplay.log                |      0m04.19s |   725388 ko ||      -0m01.36s ||       316 ko |  -32.45% |         +0.04%
   0m02.83s |   725812 ko | Specific/montgomery64_2e251m9_4limbs/feaddDisplay.log                      |      0m04.04s |   725052 ko ||      -0m01.20s ||       760 ko |  -29.95% |         +0.10%
   0m02.83s |   725620 ko | Specific/montgomery64_2e255m19_4limbs/feaddDisplay.log                     |      0m04.11s |   725204 ko ||      -0m01.28s ||       416 ko |  -31.14% |         +0.05%
   0m02.83s |   725516 ko | Specific/montgomery64_2e256m88x2e240m1_4limbs/fesubDisplay.log             |      0m04.32s |   725196 ko ||      -0m01.49s ||       320 ko |  -34.49% |         +0.04%
   0m02.83s |   733020 ko | Specific/solinas32_2e322m2e161m1_12limbs/fecarryDisplay.log                |      0m04.20s |   733376 ko ||      -0m01.37s ||      -356 ko |  -32.61% |         -0.04%
   0m02.83s |   735860 ko | Specific/solinas32_2e383m187_16limbs/fecarryDisplay.log                    |      0m04.13s |   736108 ko ||      -0m01.29s ||      -248 ko |  -31.47% |         -0.03%
   0m02.83s |   739484 ko | Specific/solinas32_2e452m3_18limbs/fecarryDisplay.log                      |      0m04.22s |   739308 ko ||      -0m01.38s ||       176 ko |  -32.93% |         +0.02%
   0m02.83s |   728272 ko | Specific/solinas64_2e256m189_5limbs/femulDisplay.log                       |      0m04.18s |   728072 ko ||      -0m01.34s ||       200 ko |  -32.29% |         +0.02%
   0m02.83s |   729096 ko | Specific/solinas64_2e266m3_6limbs/fesquareDisplay.log                      |      0m04.48s |   729092 ko ||      -0m01.65s ||         4 ko |  -36.83% |         +0.00%
   0m02.83s |   727900 ko | Specific/solinas64_2e291m19_5limbs/femulDisplay.log                        |      0m04.17s |   727976 ko ||      -0m01.33s ||       -76 ko |  -32.13% |         -0.01%
   0m02.82s |   725868 ko | Specific/montgomery64_2e221m3_4limbs/feaddDisplay.log                      |      0m04.30s |   725276 ko ||      -0m01.48s ||       592 ko |  -34.41% |         +0.08%
   0m02.82s |   725784 ko | Specific/montgomery64_2e221m3_4limbs/fesubDisplay.log                      |      0m04.24s |   725084 ko ||      -0m01.42s ||       700 ko |  -33.49% |         +0.09%
   0m02.82s |   725876 ko | Specific/montgomery64_2e222m117_4limbs/feaddDisplay.log                    |      0m04.14s |   724876 ko ||      -0m01.31s ||      1000 ko |  -31.88% |         +0.13%
   0m02.82s |   725552 ko | Specific/montgomery64_2e256m88x2e240m1_4limbs/feaddDisplay.log             |      0m04.18s |   725140 ko ||      -0m01.35s ||       412 ko |  -32.53% |         +0.05%
   0m02.82s |   734188 ko | Specific/solinas32_2e379m19_15limbs/fecarryDisplay.log                     |      0m03.97s |   734180 ko ||      -0m01.15s ||         8 ko |  -28.96% |         +0.00%
   0m02.82s |   728680 ko | Specific/solinas64_2e251m9_5limbs/femulDisplay.log                         |      0m04.11s |   727984 ko ||      -0m01.29s ||       696 ko |  -31.38% |         +0.09%
   0m02.82s |   729844 ko | Specific/solinas64_2e336m17_6limbs/femulDisplay.log                        |      0m04.30s |   729332 ko ||      -0m01.48s ||       512 ko |  -34.41% |         +0.07%
   0m02.81s |   725784 ko | Specific/montgomery64_2e198m17_4limbs/fesubDisplay.log                     |      0m04.16s |   724908 ko ||      -0m01.35s ||       876 ko |  -32.45% |         +0.12%
   0m02.81s |   725732 ko | Specific/montgomery64_2e255m19_4limbs/fesubDisplay.log                     |      0m04.18s |   725164 ko ||      -0m01.36s ||       568 ko |  -32.77% |         +0.07%
   0m02.81s |   725832 ko | Specific/montgomery64_2e256m189_4limbs/feaddDisplay.log                    |      0m04.07s |   724964 ko ||      -0m01.26s ||       868 ko |  -30.95% |         +0.11%
   0m02.81s |   735852 ko | Specific/solinas32_2e369m25_16limbs/fecarryDisplay.log                     |      0m04.16s |   735992 ko ||      -0m01.35s ||      -140 ko |  -32.45% |         -0.01%
   0m02.81s |   736164 ko | Specific/solinas32_2e379m19_16limbs/fecarryDisplay.log                     |      0m04.15s |   735872 ko ||      -0m01.34s ||       292 ko |  -32.28% |         +0.03%
   0m02.81s |   735984 ko | Specific/solinas32_2e414m17_16limbs/fecarryDisplay.log                     |      0m04.08s |   736240 ko ||      -0m01.27s ||      -256 ko |  -31.12% |         -0.03%
   0m02.81s |   728384 ko | Specific/solinas64_2e222m117_5limbs/femulDisplay.log                       |      0m04.23s |   728320 ko ||      -0m01.42s ||        64 ko |  -33.56% |         +0.00%
   0m02.81s |   728044 ko | Specific/solinas64_2e266m3_5limbs/femulDisplay.log                         |      0m04.21s |   728032 ko ||      -0m01.39s ||        12 ko |  -33.25% |         +0.00%
